"ReleaseIndex","Version","CommitId","Class","SonarPath","IssueKey","Rule","Type","LegacySeverity","MaintainabilitySeverity","Line","Status","CleanCodeAttribute","CleanCodeAttributeCategory","Message"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8MpoX","java:S1948","CODE_SMELL","CRITICAL","HIGH","114","OPEN","LOGICAL","INTENTIONAL","Make non-static ""connection2Properties"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8MpoY","java:S1948","CODE_SMELL","CRITICAL","HIGH","115","OPEN","LOGICAL","INTENTIONAL","Make non-static ""connectionFactory2"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8MpoZ","java:S1948","CODE_SMELL","CRITICAL","HIGH","116","OPEN","LOGICAL","INTENTIONAL","Make non-static ""connectionFactory2Name"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoa","java:S1948","CODE_SMELL","CRITICAL","HIGH","117","OPEN","LOGICAL","INTENTIONAL","Make non-static ""connectionFactory2Properties"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpob","java:S1948","CODE_SMELL","CRITICAL","HIGH","118","OPEN","LOGICAL","INTENTIONAL","Make non-static ""optimistic"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoc","java:S1948","CODE_SMELL","CRITICAL","HIGH","119","OPEN","LOGICAL","INTENTIONAL","Make non-static ""autoClear"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpod","java:S1948","CODE_SMELL","CRITICAL","HIGH","120","OPEN","LOGICAL","INTENTIONAL","Make non-static ""retainState"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoe","java:S1948","CODE_SMELL","CRITICAL","HIGH","121","OPEN","LOGICAL","INTENTIONAL","Make non-static ""restoreState"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpof","java:S1948","CODE_SMELL","CRITICAL","HIGH","122","OPEN","LOGICAL","INTENTIONAL","Make non-static ""detachStatePlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpog","java:S1948","CODE_SMELL","CRITICAL","HIGH","123","OPEN","LOGICAL","INTENTIONAL","Make non-static ""ignoreChanges"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoh","java:S1948","CODE_SMELL","CRITICAL","HIGH","124","OPEN","LOGICAL","INTENTIONAL","Make non-static ""nontransactionalRead"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoi","java:S1948","CODE_SMELL","CRITICAL","HIGH","125","OPEN","LOGICAL","INTENTIONAL","Make non-static ""nontransactionalWrite"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoj","java:S1948","CODE_SMELL","CRITICAL","HIGH","126","OPEN","LOGICAL","INTENTIONAL","Make non-static ""multithreaded"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpok","java:S1948","CODE_SMELL","CRITICAL","HIGH","127","OPEN","LOGICAL","INTENTIONAL","Make non-static ""mapping"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpol","java:S1948","CODE_SMELL","CRITICAL","HIGH","128","OPEN","LOGICAL","INTENTIONAL","Make non-static ""metaFactoryPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpom","java:S1948","CODE_SMELL","CRITICAL","HIGH","129","OPEN","LOGICAL","INTENTIONAL","Make non-static ""metaRepositoryPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpon","java:S1948","CODE_SMELL","CRITICAL","HIGH","130","OPEN","LOGICAL","INTENTIONAL","Make non-static ""lockManagerPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoo","java:S1948","CODE_SMELL","CRITICAL","HIGH","131","OPEN","LOGICAL","INTENTIONAL","Make non-static ""inverseManagerPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpop","java:S1948","CODE_SMELL","CRITICAL","HIGH","132","OPEN","LOGICAL","INTENTIONAL","Make non-static ""savepointManagerPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoq","java:S1948","CODE_SMELL","CRITICAL","HIGH","133","OPEN","LOGICAL","INTENTIONAL","Make non-static ""orphanedKeyPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpor","java:S1948","CODE_SMELL","CRITICAL","HIGH","134","OPEN","LOGICAL","INTENTIONAL","Make non-static ""compatibilityPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpos","java:S1948","CODE_SMELL","CRITICAL","HIGH","137","OPEN","LOGICAL","INTENTIONAL","Make non-static ""brokerFactoryPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpot","java:S1948","CODE_SMELL","CRITICAL","HIGH","138","OPEN","LOGICAL","INTENTIONAL","Make non-static ""remoteProviderPlugin"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpou","java:S1948","CODE_SMELL","CRITICAL","HIGH","139","OPEN","LOGICAL","INTENTIONAL","Make non-static ""autoDetach"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpov","java:S1948","CODE_SMELL","CRITICAL","HIGH","141","OPEN","LOGICAL","INTENTIONAL","Make non-static ""supportedOptions"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpnw","java:S116","CODE_SMELL","MINOR","LOW","144","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_storeFacadeRegistry"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpow","java:S1948","CODE_SMELL","CRITICAL","HIGH","144","OPEN","LOGICAL","INTENTIONAL","Make non-static ""_storeFacadeRegistry"" transient or serializable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpnu","java:S1192","CODE_SMELL","CRITICAL","HIGH","183","OPEN","DISTINCT","ADAPTABLE","Define a constant instead of duplicating this literal ""default"" 8 times."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpnv","java:S1192","CODE_SMELL","CRITICAL","HIGH","212","OPEN","DISTINCT","ADAPTABLE","Define a constant instead of duplicating this literal ""false"" 8 times."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpox","java:S1161","CODE_SMELL","MAJOR","MEDIUM","1418","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoy","java:S1161","CODE_SMELL","MAJOR","MEDIUM","1424","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java","AaAKIzSDRXPx87p8Mpoz","java:S1161","CODE_SMELL","MAJOR","MEDIUM","1430","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","AaAKIzSYRXPx87p8MppA","java:S2386","CODE_SMELL","MINOR","LOW","36","OPEN","CONVENTIONAL","CONSISTENT","Make this member ""protected""."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","AaAKIzSYRXPx87p8MppB","java:S1659","CODE_SMELL","MINOR","LOW","56","OPEN","FORMATTED","CONSISTENT","Declare ""minor"" and all following declarations on a separate line."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","AaAKIzSYRXPx87p8MppC","java:S108","CODE_SMELL","MAJOR","MEDIUM","90","OPEN","CLEAR","INTENTIONAL","Remove this block of code, fill it in, or add a comment explaining why it is empty."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java","AaAKIzSYRXPx87p8MppD","java:S106","CODE_SMELL","MAJOR","MEDIUM","102","OPEN","MODULAR","ADAPTABLE","Replace this use of System.out by a logger."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/ProductDerivations.java","src/main/java/org/apache/openjpa/conf/ProductDerivations.java","AaAKIzSLRXPx87p8Mpo0","java:S1118","CODE_SMELL","MAJOR","MEDIUM","34","OPEN","CLEAR","INTENTIONAL","Add a private constructor to hide the implicit public one."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/ProductDerivations.java","src/main/java/org/apache/openjpa/conf/ProductDerivations.java","AaAKIzSLRXPx87p8Mpo1","java:S1181","CODE_SMELL","MAJOR","MEDIUM","45","OPEN","CONVENTIONAL","CONSISTENT","Catch Exception instead of Throwable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","AaAKIzSRRXPx87p8Mpo8","java:S2160","CODE_SMELL","MINOR","LOW","33","OPEN","COMPLETE","INTENTIONAL","Override the ""equals"" method in this class."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","AaAKIzSRRXPx87p8Mpo6","java:S116","CODE_SMELL","MINOR","LOW","42","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_opts"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","AaAKIzSRRXPx87p8Mpo7","java:S116","CODE_SMELL","MINOR","LOW","43","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_transmitPersIds"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","AaAKIzSRRXPx87p8Mpo9","java:S1161","CODE_SMELL","MAJOR","MEDIUM","50","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","AaAKIzSRRXPx87p8Mpo-","java:S1161","CODE_SMELL","MAJOR","MEDIUM","56","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java","AaAKIzSRRXPx87p8Mpo_","java:S1161","CODE_SMELL","MAJOR","MEDIUM","118","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java","src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java","AaAKIzUqRXPx87p8Mprg","java:S116","CODE_SMELL","MINOR","LOW","59","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_name"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java","src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java","AaAKIzUqRXPx87p8Mprh","java:S116","CODE_SMELL","MINOR","LOW","60","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_closed"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java","src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java","AaAKIzUqRXPx87p8Mpri","java:S116","CODE_SMELL","MINOR","LOW","61","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_schedule"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java","src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java","AaAKIzT2RXPx87p8Mpqi","java:S116","CODE_SMELL","MINOR","LOW","63","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_closed"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java","src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java","AaAKIzT2RXPx87p8Mpqj","java:S1161","CODE_SMELL","MAJOR","MEDIUM","316","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/Caches.java","src/main/java/org/apache/openjpa/datacache/Caches.java","AaAKIzUSRXPx87p8Mpq7","java:S1118","CODE_SMELL","MAJOR","MEDIUM","25","OPEN","CLEAR","INTENTIONAL","Add a private constructor to hide the implicit public one."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/Caches.java","src/main/java/org/apache/openjpa/datacache/Caches.java","AaAKIzUSRXPx87p8Mpq8","java:S1181","CODE_SMELL","MAJOR","MEDIUM","49","OPEN","CONVENTIONAL","CONSISTENT","Catch Exception instead of Throwable."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","AaAKIzSzRXPx87p8MppN","java:S116","CODE_SMELL","MINOR","LOW","38","OPEN","IDENTIFIABLE","CONSISTENT","Rename this field ""_cache"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","AaAKIzSzRXPx87p8MppO","java:S1161","CODE_SMELL","MAJOR","MEDIUM","87","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","AaAKIzSzRXPx87p8MppP","java:S1161","CODE_SMELL","MAJOR","MEDIUM","92","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
"1","0.9.0","dc1f0bf2046cf08d9484a287dee02ff058961ca4","openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java","AaAKIzSzRXPx87p8MppQ","java:S1161","CODE_SMELL","MAJOR","MEDIUM","112","OPEN","CLEAR","INTENTIONAL","Add the ""@Override"" annotation above this method signature"
