IssueKey,FixCommitId,ParentCommitId,FixedFilePath,BlamedFilePath,BugIntroducingCommitId,BlamedLineCount
"OPENJPA-1597","c0ad7b61a7ad75b66b312e1c518390862d88b4a4","0010c931cf1aca125dfba3e1b581acdce934e1cf","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java","a99ea6218f5898e37e8a6965f812976bd3362b7e",1
"OPENJPA-1599","048ffd924d61e9a7b5e90df207900ad325ad2bbb","e88899d3a1f38886a0de96eed3c870f31d31beb3","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","845f9b50187f2a14ceb3826561945edb8742988e",2
"OPENJPA-1599","048ffd924d61e9a7b5e90df207900ad325ad2bbb","e88899d3a1f38886a0de96eed3c870f31d31beb3","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","c5cc2672190a2ff04d592fae108d6a6ceaec3e67",2
"OPENJPA-1599","048ffd924d61e9a7b5e90df207900ad325ad2bbb","e88899d3a1f38886a0de96eed3c870f31d31beb3","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","faf2966816c2f6252546b519eb39f4077c1713f2",1
"OPENJPA-1604","43988aba97d8a7f3309da10edda2e9e267da1c1d","dbb66f4d943f02bf3f3ffadb8ac6bb1f85f7873d","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","05d2a8041782f2531caaeb372ba610be18e5704a",1
"OPENJPA-1604","43988aba97d8a7f3309da10edda2e9e267da1c1d","dbb66f4d943f02bf3f3ffadb8ac6bb1f85f7873d","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","178f0a180a5d659f4f550c1bbacef77d4e4dd780",1
"OPENJPA-1604","43988aba97d8a7f3309da10edda2e9e267da1c1d","dbb66f4d943f02bf3f3ffadb8ac6bb1f85f7873d","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","964ab657ce7d231ffdf74c96dc429933b0f16edc",1
"OPENJPA-1604","43988aba97d8a7f3309da10edda2e9e267da1c1d","dbb66f4d943f02bf3f3ffadb8ac6bb1f85f7873d","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java","8c8636fce98d7907c444bc9f7dc2c94321163d68",1
"OPENJPA-1604","6f6e94df7614a48410abe9366e375abbce7bf312","709bf862abc3207f3b13be381acebd297abb42a2","openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java","openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java","bb937f36342618164196ab21230576a349dea445",1
"OPENJPA-1604","6f6e94df7614a48410abe9366e375abbce7bf312","709bf862abc3207f3b13be381acebd297abb42a2","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java","8c8636fce98d7907c444bc9f7dc2c94321163d68",3
"OPENJPA-1604","6f6e94df7614a48410abe9366e375abbce7bf312","709bf862abc3207f3b13be381acebd297abb42a2","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryImpl.java","b1a2190cf331462d5c6686df87588541f5bb8038",1
"OPENJPA-1604","6f6e94df7614a48410abe9366e375abbce7bf312","709bf862abc3207f3b13be381acebd297abb42a2","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java","8c8636fce98d7907c444bc9f7dc2c94321163d68",1
"OPENJPA-1604","e36547dafcfd58c3de02ffc8f86d686e73b4eec0","6f6e94df7614a48410abe9366e375abbce7bf312","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java","90b84c5d73db4d0d7fa3e5520358912961b59c43",1
"OPENJPA-1605","5de5b5136f764f222ba099ebb7f9e2ba22814c43","cdc597a26bf5bcfd44213e5d57752db1bd3feccd","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java","fadd48fe5b68577a3a75d86fb7e51746d6662c3b",1
"OPENJPA-1608","f03f7b4f61cf7470bbd690e458be189466c6b655","b2d71bbe4d829427a1e3ece3fa7e06d29069ef51","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java","02846623a8b393b5d4c5920a3a8e202bef1fe2aa",1
"OPENJPA-1608","f03f7b4f61cf7470bbd690e458be189466c6b655","b2d71bbe4d829427a1e3ece3fa7e06d29069ef51","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java","openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java","7d1c8fccafcd31919a79edf46969c5662e2704b5",17
