IssueKey,FixCommitId,Status,EvidenceRows,FixedFiles,BugIntroducingCommits,BlamedLines,SameIssueFixRowsSkipped,SameIssueFixBlamedLinesSkipped
"OPENJPA-86","86e47000db1e081076ed16ef2873bb71e6e93c70",EVIDENCE,3,2,2,21,0,0
"OPENJPA-860","696388049b3a89248e265af7274bdb298ab91e0a",EVIDENCE,2,1,2,6,0,0
"OPENJPA-860","8c50f73fe4820ac25b5268553b8029c32d9c9f9e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-863","f1d2bf4bef6b479bfe9ee5eda2e5364bba7d67d5",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-864","c5736acdf423b312fde13a86d34ec4932e22acc9",EVIDENCE,3,1,3,27,0,0
"OPENJPA-866","0e7c84ef81c1fa5b92a07f4604d00217479b831a",EVIDENCE,1,1,1,1,0,0
"OPENJPA-867","dbf066de8e47f5c2beeb2768b200abd7aef7a377",EVIDENCE,4,2,3,25,0,0
"OPENJPA-873","89df4a75321f4066bb7a0a83d0fa03ace16e32bf",EVIDENCE,1,1,1,1,0,0
"OPENJPA-883","0aedae43701528f57b32dea534b5def3a576074d",EVIDENCE,1,1,1,2,0,0
"OPENJPA-884","efc6ba4735d62cb8a82ed2ce29096d149d516c4f",EVIDENCE,14,1,14,54,0,0
"OPENJPA-896","90b84c5d73db4d0d7fa3e5520358912961b59c43",EVIDENCE,686,264,244,52128,0,0
"OPENJPA-898","5b558e5388dd98b3df44cc7e52a20b38684d5c32",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-9","1946a9b0364cfffd39b4ca625dbdebcd8042b375",NO_EVIDENCE,0,0,0,0,1,4
"OPENJPA-9","634bdc5c921382bbc0f5e5c90569b087f61138ba",EVIDENCE,16,12,5,97,0,0
"OPENJPA-9","787b57a486877f695c55c54f7709428df18e64d9",EVIDENCE,3,1,3,17,1,1
"OPENJPA-9","b4d72d5843aab0d7b08b28e0bf07859a47419c67",EVIDENCE,11,11,3,34,1,1
"OPENJPA-90","87b5ae1f4fdb4eec9040b0f1dee729c3507ea683",EVIDENCE,1,1,1,2,0,0
"OPENJPA-912","80aea14f18227ceafca32cc4a36f614280a7fcc9",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-913","1d47f145476b3fe5e01629b136fd42dd8298f6c2",EVIDENCE,1,1,1,2,0,0
"OPENJPA-916","ba62ff1aa34908c39155aeb00585ce164c942d91",EVIDENCE,1,1,1,2,0,0
"OPENJPA-922","5136bbc8d33fab04e782e915bb6669599870f099",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-925","d1c23c2d9df241ec2c3247aa0dd5ef18eafaa261",EVIDENCE,1,1,1,3,0,0
"OPENJPA-927","3e8f626668110f4fc27b43c32938677043fe9667",EVIDENCE,1,1,1,4,0,0
"OPENJPA-927","730ff8813eed5a331787765e2beeb6e3c5155f4b",EVIDENCE,2,1,2,4,0,0
"OPENJPA-927","deda5b3a40601bd6ce40eefef089111b19ebdc94",EVIDENCE,2,1,2,3,0,0
"OPENJPA-932","7b06c5cfbf04d203ba55920ff120c3e6469e69e9",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-932","bd50e177bb770396c10cec7ee8f85d0a01044ac4",EVIDENCE,2,1,2,3,0,0
"OPENJPA-933","4d1b86e86040a38395e3bcb09fcf059ef161f05f",EVIDENCE,2,1,2,27,0,0
"OPENJPA-935","9d7360cb35872203b416bdf3767f02f1c4158eb9",EVIDENCE,1,1,1,1,0,0
"OPENJPA-940","3750cd1f6da5cf46aa793781223daec2eefda26d",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-944","5016fc69f876b56f961f062b538440af8bdc7497",EVIDENCE,11,2,9,85,0,0
"OPENJPA-955","cae33419ae4aab79500a8d574ff7873f005a955f",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-965","1ece64d1df09297becfd9ff9387aec7d6ce93667",NO_EVIDENCE,0,0,0,0,2,2
"OPENJPA-965","b45109cec3f0541b97b8d436a3026bf5242f75cb",NO_EVIDENCE,0,0,0,0,2,2
"OPENJPA-965","b612d646209bc72c0948a8f7e6d03527a6bdb3cd",EVIDENCE,2,1,2,4,0,0
"OPENJPA-970","ff8d46578c84df4b581976a24d51970275845497",NO_EVIDENCE,0,0,0,0,0,0
"OPENJPA-973","31ae5802525dc7948002eeb6c650a51b357e821b",EVIDENCE,1,1,1,1,0,0
"OPENJPA-973","b00ef73b409f3c08dbab9d35fd81911808368d6c",EVIDENCE,2,1,2,2,0,0
"OPENJPA-973","c67cd5d0be03ee6dac397b4ca48304aaaeaed1c8",EVIDENCE,1,1,1,1,0,0
"OPENJPA-981","6b40e7268302db484c11e3d69324f4e3fd12819e",EVIDENCE,1,1,1,1,0,0
"OPENJPA-993","d8ef5c17921a5e410cfb1fe7bfd1670d1f3b5229",EVIDENCE,1,1,1,2,0,0
